date,R,month,AvgHumidity,beta,AR,AC,AI,AF,ABK,AV,const,cityID,city,cityID2,TierID,tmax,city_coord,tmin,rhum,uwnd,vwnd,hpbl,wnd,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta1sd,beta2sd,beta3sd,beta4sd,beta5sd,beta6sd,beta7sd,beta8sd,beta9sd,beta10sd,R_est,R_est_2sdevL,R_est_2sdevU,CI,PI
2001-01-01,48.62040817,1,0.64,1.2727272729999999,20792.4592,391.53740689999995,502.96534510000004,0.48387096799999996,2,3077385.275,1,1,Agra,7,2,22.53,Agra,7.4,31.559997999999997,-0.38000488,-1.9499970000000002,722.9113,1.986678638,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,48.378815775673495,12.963842224557157,83.79378932678982,9.76487353607804,22.325094839871237
2001-02-01,34.28740324,2,0.55,1.181818182,18020.13131,339.33241929999997,502.96534510000004,2.0,2,2769646.748,1,1,Agra,7,2,26.3,Agra,11.41,22.700012,-1.0899963,-2.1900023999999996,999.3616300000001,2.446262955,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,41.09237617687896,6.910097728652848,75.27465462510506,7.387020852599926,21.39217570773002
2001-03-01,23.60985222,3,0.45,1.181818182,16633.96736,313.2299255,502.96534510000004,8.433333333,2,2461908.22,1,1,Agra,7,2,31.0,Agra,14.97998,20.410004,-1.550003,-2.0800018,1502.8307,2.594015572,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,38.325923356947975,3.7957247554820857,72.85612195841387,5.809099204553011,20.899826267268026
2001-04-01,33.97516292,4,0.35,1.0909090909999999,12475.47552,234.9224441,502.96534510000004,16.6,2,2461908.22,1,1,Agra,7,2,37.22,Agra,19.41998,21.339996,-1.3099976,-2.0700073,1826.3833,2.449698744,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,34.153115449660206,1.100460483309209,67.2057704160112,9.041711854234666,22.01839362189385
2001-05-01,43.66351419,5,0.34,1.0909090909999999,12475.47552,234.9224441,502.96534510000004,38.09677419,2,2461908.22,1,1,Agra,7,2,39.93,Agra,23.78,37.579987,0.33999634,-1.8000029999999998,2005.6329999999998,1.831831955,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,41.76719070997463,6.073235223520763,77.4611461964285,15.659064802928897,25.461017554999145
2001-06-01,40.95813073,6,0.46,1.181818182,11089.31157,208.81995030000002,502.96534510000004,0.333333333,0,2461908.22,1,1,Agra,7,2,37.37,Agra,25.71,52.429993,0.7400055,-0.68000793,1835.3917,1.0049969779999999,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,43.12318468560643,10.79574188514946,75.45062748606338,11.521983246788762,23.147639239735206
2001-07-01,31.49153869,7,0.72,1.2727272729999999,10396.2296,195.7687034,251.4826725,0.20689655199999998,0,2461908.22,1,1,Agra,7,2,33.669979999999995,Agra,24.65,74.75,0.7799988,0.7899933000000001,1334.0968,1.110174555,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,49.757728369957725,15.066980667171576,84.44847607274386,8.514102700583967,21.80704127637996
2001-08-01,33.45975986,8,0.77,1.2727272729999999,8316.983679,156.61496269999998,251.4826725,0.225806452,0,2461908.22,1,1,Agra,7,2,34.93,Agra,24.86,63.25,1.3699951000000001,0.3500061,1085.3186,1.4139981769999999,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,43.02289893500841,10.75278600401453,75.29301186600232,9.127598955192418,22.053801647799364
2001-09-01,48.56041572,9,0.67,1.2727272729999999,8316.983679,156.61496269999998,251.4826725,0.933333333,0,2461908.22,1,1,Agra,7,2,36.0,Agra,21.51,38.01001,1.0299988000000002,-1.050003,1123.3042,1.470851396,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,34.33684348600356,5.734007378497832,62.93967959350929,8.981868279317322,21.993886928432065
2001-10-01,48.9865276,10,0.54,1.181818182,14554.721440000001,274.0761848,502.96534510000004,10.09677419,2,2461908.22,1,1,Agra,7,2,32.87,Agra,17.87,33.089996,-0.80999756,-1.1100006000000002,1016.9677,1.374116945,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,42.91464968031948,11.133089897365927,74.69620946327304,7.8846607457385,21.569074609473574
