,date,R,month,AvgHumidity,beta,AR,AC,AI,AF,ABK,AV,const,cityID,city,cityID2,TierID,tmax,city_coord,tmin,rhum,uwnd,vwnd,hpbl,wnd,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta1sd,beta2sd,beta3sd,beta4sd,beta5sd,beta6sd,beta7sd,beta8sd,beta9sd,beta10sd,R_est,R_est_2sdevL,R_est_2sdevU,CI,PI,year,other_contri,AR_contri,AC_contri,AI_contri,AF_contri,ABK_contri,AV_contri,rhum_contri,pbl_contri,primary_contri,SA_contri,R_est2,R_estratio,other_contrisd,AR_contrisd,AC_contrisd,AI_contrisd,AF_contrisd,ABK_contrisd,AV_contrisd,rhum_contrisd,pbl_contrisd,SA_contrisd
0,2001-01-01,48.62040817,1,0.64,1.272727273,20792.4592,391.5374069,502.9653451,0.483870968,2,3077385.275,1,1,Agra,7,2,22.53,Agra,7.4,31.559998,-0.38000488,-1.949997,722.9113,1.986678638,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,48.3788157756735,12.963842224557155,83.7937893267898,9.764873536078039,22.32509483987124,2001,0.30591931100195935,0.5039844823600691,0.0038011391914142593,0.013820824631077899,0.0005046756725705962,0.03764890839479435,0.00041913212678447903,-1.2105282559687671,5.083264050518811,0.5601791623767107,0.4398208376232893,229.25919003957182,4.738834267928713,0.13102245614848324,0.11154426245053077,0.003037102763024342,0.00747520429431272,0.00034484100418588653,0.022000408813433986,0.0003799934392005059,0.8330654205345756,1.1569291683171286,0.15017924366551108
1,2001-02-01,34.28740324,2,0.55,1.181818182,18020.13131,339.3324193,502.9653451,2.0,2,2769646.748,1,1,Agra,7,2,26.3,Agra,11.41,22.700012,-1.0899963,-2.1900024,999.36163,2.446262955,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,41.092376176878965,6.910097728652848,75.27465462510507,7.387020852599926,21.39217570773002,2001,0.3601644724919104,0.5142368992095829,0.003878464713169473,0.01627151289126528,0.002455877944920478,0.04432475736002334,0.00044410681624680625,-1.0250806347451076,8.2732149018572,0.5816116189352083,0.4183883810647915,336.542877308011,8.189910358539212,0.15425516502621403,0.11381337651225576,0.0030988857033348444,0.008800696505926561,0.0016780825046919272,0.02590148888916031,0.0004026359844393115,0.705443450704397,1.8829483459033833,0.1778501230093319
2,2001-03-01,23.60985222,3,0.45,1.181818182,16633.96736,313.2299255,502.9653451,8.433333333,2,2461908.22,1,1,Agra,7,2,31.0,Agra,14.97998,20.410004,-1.550003,-2.0800018,1502.8307,2.594015572,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,38.325923356947975,3.7957247554820857,72.85612195841388,5.809099204553012,20.899826267268022,2001,0.3861619680064855,0.5089437183039357,0.0038385426168012944,0.017446027913469535,0.011103110911623946,0.04752421974086024,0.0004232564107279951,-0.9881972946397615,13.339216499444506,0.5892788758974188,0.4107211241025815,510.74888644623684,13.326460048708649,0.16538965570244005,0.11264186433122032,0.00306698802659115,0.009435950911656712,0.007586670260623836,0.027771117607833795,0.0003837325962342543,0.6800609492352427,3.035948653725625,0.19265365681655422
3,2001-04-01,33.97516292,4,0.35,1.090909091,12475.47552,234.9224441,502.9653451,16.6,2,2461908.22,1,1,Agra,7,2,37.22,Agra,19.41998,21.339996,-1.3099976,-2.0700073,1826.3833,2.449698744,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,34.15311544966021,1.100460483309209,67.2057704160112,9.041711854234666,22.01839362189385,2001,0.43334301408019876,0.42834462575164917,0.003230650151120682,0.019577573521230858,0.024525383114730376,0.05333070144278989,0.00047496963437516855,-1.1594638296179833,18.191750499992896,0.5294839036158961,0.47051609638410397,614.5891919031383,17.995113588071007,0.18559686825134994,0.09480328666147425,0.002581283138090775,0.01058882994065704,0.01675800558851815,0.031164176707200387,0.0004306168230688604,0.7979237312741059,4.140364648978135,0.2151182458198874
4,2001-05-01,43.66351419,5,0.34,1.090909091,12475.47552,234.9224441,502.9653451,38.09677419,2,2461908.22,1,1,Agra,7,2,39.93,Agra,23.78,37.579987,0.33999634,-1.8000029999999998,2005.633,1.831831955,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,41.767190709974635,6.073235223520763,77.4611461964285,15.659064802928894,25.461017554999145,2001,0.35434545004364615,0.3502582579020301,0.0026417090954201235,0.01600862105708077,0.04602470111602458,0.043608621322764315,0.0003883836207835747,-1.669608156731371,16.33537434275993,0.45893029411410347,0.5410697058858965,646.5160963057854,15.479041930186307,0.15176293068161634,0.07752083727247952,0.0021107203890162953,0.008658507438320794,0.03144832416701258,0.02548300967535369,0.0003521162381966107,1.1489965759636622,3.717861371098623,0.1786284765663812
5,2001-06-01,40.95813073,6,0.46,1.181818182,11089.31157,208.8199503,502.9653451,0.333333333,0,2461908.22,1,1,Agra,7,2,37.37,Agra,25.71,52.429993,0.7400055,-0.68000793,1835.3917,1.004996978,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,43.12318468560643,10.795741885149459,75.45062748606338,11.521983246788762,23.147639239735213,2001,0.3432031770632348,0.30155067128524826,0.002274347951231367,0.015505235375577074,0.0003900371342855971,0.0,0.00037617102902217877,-2.25611987225524,14.478741914449953,0.32009646277536447,0.6799035372246355,555.6819805385828,12.885921682033313,0.14699079659113054,0.06674064062937601,0.001817199554903314,0.00838624359672551,0.0002665093729835297,0.0,0.0003410440620297122,1.5526241877374378,3.2952997670174726,0.17902402303040008
6,2001-07-01,31.49153869,7,0.72,1.272727273,10396.2296,195.7687034,251.4826725,0.206896552,0,2461908.22,1,1,Agra,7,2,33.669979999999995,Agra,24.65,74.75,0.7799988,0.7899933000000001,1334.0968,1.110174555,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,49.757728369957725,15.066980667171574,84.44847607274386,8.514102700583969,21.807041276379962,2001,0.29744151258562235,0.24500889836258283,0.0018479000012306221,0.006718907298082888,0.00020981220432606204,0.0,0.0003260135317530336,-2.7876859716445654,9.120941858773236,0.2541115313979755,0.7458884686020246,342.57245267334326,6.884808931112269,0.12739149225933835,0.0542265443048821,0.001476468478767308,0.003634023730738935,0.00014336306495957112,0.0,0.00029557028736296366,1.9184391399669527,2.075887377493682,0.17562869010051957
7,2001-08-01,33.45975986,8,0.77,1.272727273,8316.983679,156.61496269999995,251.4826725,0.225806452,0,2461908.22,1,1,Agra,7,2,34.93,Agra,24.86,63.25,1.3699951,0.3500061,1085.3186,1.413998177,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,43.0228989350084,10.75278600401453,75.29301186600232,9.127598955192418,22.053801647799364,2001,0.3440031786686917,0.22669018617082715,0.0017097370671043653,0.007770688925122512,0.00026483459453893,0.0,0.00037704787821022886,-2.7280608747467703,8.581643428523915,0.23681249463580317,0.7631875053641973,276.82646463133057,6.434398227081639,0.1473334299964111,0.05017215907678083,0.0013660765652245995,0.0042028959033476865,0.00018095944085989534,0.0,0.000341839030769483,1.8774061395585275,1.9531453601240745,0.19149272896126984
8,2001-09-01,48.56041572,9,0.67,1.272727273,8316.983679,156.61496269999995,251.4826725,0.933333333,0,2461908.22,1,1,Agra,7,2,36.0,Agra,21.51,38.01001,1.0299988000000002,-1.050003,1123.3042,1.470851396,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,34.33684348600356,5.734007378497832,62.93967959350929,8.981868279317322,21.993886928432065,2001,0.43102430178876416,0.2840351057068253,0.002142242488697383,0.00973640935915411,0.0013715588476381426,0.0,0.00047242818823781357,-2.0541436556750394,11.12884012951658,0.2977577445905527,0.7022422554094473,336.62050756722135,9.803478520220857,0.18460378488394039,0.06286401166115861,0.0017116475492890987,0.005266085852003105,0.0009371756080701775,0.0,0.00042831269795756113,1.413627513373392,2.532876440692043,0.21172613828637132
9,2001-10-01,48.9865276,10,0.54,1.181818182,14554.72144,274.0761848,502.9653451,10.09677419,2,2461908.22,1,1,Agra,7,2,32.87,Agra,17.87,33.089996,-0.80999756,-1.1100006000000002,1016.9677,1.374116945,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,42.91464968031948,11.133089897365927,74.69620946327305,7.8846607457385005,21.569074609473578,2001,0.34487090304670476,0.39770849407525927,0.0029995870832036494,0.015580579910953865,0.01187176005576961,0.04244260682436041,0.00037799895557197685,-1.4308178205131155,8.061474371350885,0.4709810269051188,0.5290189730948813,319.56430279461335,7.446508480789592,0.14770506844870374,0.08802275108589913,0.002396664199750187,0.008426994840550364,0.008111882306973734,0.02480164076610733,0.00034270129623314234,0.9846650365052506,1.8347571062937278,0.1651321827952021
